pl_name,hostname,default_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,pl_rade_unc,pl_orbper_unc,pl_eqt_unc,st_teff_unc,st_rad_unc,st_mass_unc,proxy_habitable
TOI-431 d,TOI-431,1,3.29,0.09,-0.09,12.46103,2e-05,-2e-05,633.0,14.0,-14.0,4850.0,75.0,-75.0,0.731,0.022,-0.022,0.78,0.07,-0.07,0.09,2e-05,14.0,0.022,0.022,0.07,0
TOI-4336 A b,TOI-4336 A,1,2.137,0.08,-0.08,16.336351,1.7e-05,-1.7e-05,309.4,6.9,-7.4,3307.0,94.0,-94.0,0.326,0.01,-0.01,0.306,0.008,-0.008,0.08,1.7e-05,7.15,0.01,0.01,0.008,0
TOI-4336 A c,TOI-4336 A,1,1.251,0.066,-0.066,7.587266,1.2e-05,-1.2e-05,399.5,8.9,-9.5,3307.0,94.0,-94.0,0.326,0.01,-0.01,0.306,0.008,-0.008,0.066,1.2e-05,9.2,0.01,0.01,0.008,0
TOI-4342 b,TOI-4342,1,2.329,0.086,-0.085,5.5382592,3.4e-06,-3.4e-06,639.0,20.0,-19.0,3866.0,92.0,-92.0,0.598,0.018,-0.018,0.587,0.013,-0.013,0.08549999999999999,3.4e-06,19.5,0.018,0.018,0.013,0
TOI-4342 c,TOI-4342,1,2.349,0.094,-0.092,10.688662,0.00015,-0.00015,514.0,16.0,-16.0,3866.0,92.0,-92.0,0.598,0.018,-0.018,0.587,0.013,-0.013,0.093,0.00015,16.0,0.018,0.018,0.013,0
TOI-4364 b,TOI-4364,1,2.01,0.1,-0.08,5.424019,1e-05,-1.1e-05,488.0,9.0,-7.0,3528.0,33.0,-20.0,0.4684,0.0087,-0.01,0.487,0.017,-0.016,0.09,1.0500000000000001e-05,8.0,0.00935,0.00935,0.0165,0
TOI-4406 b,TOI-4406,1,11.2089807,0.22417961,-0.22417961,30.08364,5e-05,-5e-05,904.0,16.0,-17.0,6219.0,70.0,-70.0,1.29,0.01,-0.01,1.19,0.03,-0.03,0.22417961,5e-05,16.5,0.01,0.01,0.03,0
TOI-4438 b,TOI-4438,1,2.52,0.13,-0.13,7.44628,9e-06,-9e-06,435.0,15.0,-15.0,3422.0,81.0,-81.0,0.372,0.018,-0.018,0.368,0.021,-0.021,0.13,9e-06,15.0,0.018,0.018,0.021,0
TOI-444 b,TOI-444,1,2.77,0.2,-0.2,17.9636,4e-05,-4e-05,609.0,61.0,-61.0,5225.0,70.0,-70.0,0.779,0.053,-0.053,0.96,0.13,-0.13,0.2,4e-05,61.0,0.053,0.053,0.13,0
TOI-4443.01,TOI-4443,1,1.7193265,0.1346603,-0.1346603,1.8498567,,,1638.82,,,5834.0,,,1.01733,,,1.049133,,,0.1346603,0.0,0.0,0.0,0.0,0.0,0
TOI-4463 A b,TOI-4463 A,1,13.26022417,0.71737476,-0.50440413,2.8807198,2.8e-06,-2.7e-06,1395.0,25.0,-22.0,5640.0,89.0,-82.0,1.062,0.027,-0.024,1.056,0.059,-0.063,0.610889445,2.75e-06,23.5,0.025500000000000002,0.025500000000000002,0.061,0
TOI-4465 b,TOI-4465,1,14.01122587,0.89671846,-0.78462865,101.94054,0.0004,-0.00036,427.0,65.0,-65.0,5545.0,19.0,-19.0,1.014,0.041,-0.041,0.93,0.06,-0.06,0.840673555,0.00038,65.0,0.041,0.041,0.06,0
TOI-4479 b,TOI-4479,1,2.82,0.65,-0.63,1.1589,1e-05,-2e-05,861.0,64.0,-103.0,3400.0,100.0,-100.0,0.451,0.085,-0.085,0.452,0.09,-0.09,0.64,1.5000000000000002e-05,83.5,0.085,0.085,0.09,0
TOI-4487 A b,TOI-4487 A,1,14.60530185,0.77341967,-0.71737476,3.9540709,2.1e-06,-2.1e-06,1639.0,17.0,-16.0,6206.0,90.0,-88.0,1.634,0.046,-0.046,1.378,0.065,-0.064,0.745397215,2.1e-06,16.5,0.046,0.046,0.0645,0
TOI-4495 b,TOI-4495,1,2.483,0.138,-0.095,2.56699,0.00019,-0.0002,1735.0,60.0,-60.0,6210.0,70.0,-70.0,1.309,0.059,-0.059,1.247,0.045,-0.045,0.1165,0.00019500000000000002,60.0,0.059,0.059,0.045,0
TOI-4495 c,TOI-4495,1,4.03,0.23,-0.15,5.18553,0.0002,-0.00018,1365.0,33.0,-33.0,6210.0,70.0,-70.0,1.309,0.059,-0.059,1.247,0.045,-0.045,0.19,0.00019,33.0,0.059,0.059,0.045,0
TOI-451 b,TOI-451,1,1.84,0.11,-0.11,1.8587033,9.3e-06,-1.14e-05,1474.0,45.0,-40.0,5490.0,115.0,-115.0,0.85,0.03,-0.03,0.93,0.04,-0.04,0.11,1.0350000000000001e-05,42.5,0.03,0.03,0.04,0
TOI-451 c,TOI-451,1,2.93,0.16,-0.16,9.192463,1.7e-05,-1.7e-05,865.0,27.0,-24.0,5490.0,115.0,-115.0,0.85,0.03,-0.03,0.93,0.04,-0.04,0.16,1.7e-05,25.5,0.03,0.03,0.04,0
TOI-451 d,TOI-451,1,3.93,0.2,-0.2,16.364962,1.5e-05,-1.5e-05,714.0,22.0,-19.0,5490.0,115.0,-115.0,0.85,0.03,-0.03,0.93,0.04,-0.04,0.2,1.5e-05,20.5,0.03,0.03,0.04,0
TOI-4515 b,TOI-4515,1,12.17,0.43,-0.43,15.266446,1.3e-05,-1.3e-05,705.0,10.0,-10.0,5433.0,70.0,-70.0,0.86,0.03,-0.03,0.949,0.02,-0.02,0.43,1.3e-05,10.0,0.03,0.03,0.02,0
TOI-4527.01,TOI-4527,1,0.9086617,0.953413,-0.953413,0.3994445,,,1362.93,,,3702.0,,,0.485948,,,0.483901,,,0.953413,0.0,0.0,0.0,0.0,0.0,0
TOI-4529 b,TOI-4529,1,1.77,0.09,-0.08,5.879577,1.1e-05,-1e-05,511.0,34.0,-15.0,3697.0,71.0,-71.0,0.48,0.019,-0.019,0.482,0.023,-0.023,0.08499999999999999,1.0500000000000001e-05,24.5,0.019,0.019,0.023,0
TOI-4559 b,TOI-4559,1,1.415,0.126,-0.112,3.965991,0.000314,-0.000332,554.16,19.14,-19.14,3558.0,73.0,-83.0,0.374,0.017,-0.015,0.392,0.027,-0.026,0.119,0.000323,19.14,0.016,0.016,0.0265,0
TOI-4600 b,TOI-4600,1,6.8,0.31,-0.3,82.6869,0.0003,-0.0003,347.0,12.0,-11.0,5170.0,120.0,-120.0,0.81,0.03,-0.03,0.89,0.05,-0.05,0.305,0.0003,11.5,0.03,0.03,0.05,0
TOI-4600 c,TOI-4600,1,9.42,0.42,-0.41,482.8191,0.0018,-0.0017,191.0,6.0,-6.0,5170.0,120.0,-120.0,0.81,0.03,-0.03,0.89,0.05,-0.05,0.415,0.0017499999999999998,6.0,0.03,0.03,0.05,0
TOI-4602.01,TOI-4602,1,2.550449,0.7836124,-0.7836124,3.9812091,,,1380.27,,,6011.9,,,1.15664,,,1.116795,,,0.7836124,0.0,0.0,0.0,0.0,0.0,0
TOI-4603 b,TOI-4603,1,11.67975789,0.42594127,-0.39231432,7.24599,0.00022,-0.00021,1677.0,24.0,-24.0,6264.0,95.0,-94.0,2.738,0.048,-0.05,1.765,0.061,-0.061,0.40912779499999996,0.00021500000000000002,24.0,0.049,0.049,0.061,0
TOI-4666 b,TOI-4666,1,12.53164042,0.39231432,-0.39231432,2.9089165,7e-06,-7e-06,695.0,15.0,-15.0,3793.0,80.0,-80.0,0.585,0.018,-0.018,0.576,0.012,-0.012,0.39231432,7e-06,15.0,0.018,0.018,0.012,0
TOI-469.01,TOI-469,1,3.41,0.046,-0.046,13.6308205,9e-06,-9e-06,716.0,12.0,-12.0,5289.0,69.0,-69.0,0.98,0.007,-0.007,0.901,0.043,-0.043,0.046,9e-06,12.0,0.007,0.007,0.043,0
TOI-470 b,TOI-470,1,4.34,0.29,-0.29,12.19148,3e-05,-3e-05,660.0,70.0,-70.0,5190.0,90.0,-90.0,0.831,0.021,-0.021,0.87,0.09,-0.09,0.29,3e-05,70.0,0.021,0.021,0.09,0
TOI-4734 b,TOI-4734,1,10.9175472,0.28022452,-0.25780656,6.235633,1e-05,-1.1e-05,1468.0,36.0,-33.0,6070.0,160.0,-150.0,1.857,0.038,-0.036,1.391,0.074,-0.097,0.26901554,1.0500000000000001e-05,34.5,0.037,0.037,0.08549999999999999,0
TOI-4773 b,TOI-4773,1,15.22179579,0.54924005,-0.53803107,1.7452851,1.4e-06,-1.4e-06,2255.0,73.0,-59.0,6740.0,250.0,-200.0,1.55,0.046,-0.046,1.452,0.082,-0.075,0.54363556,1.4e-06,66.0,0.046,0.046,0.0785,0
TOI-4791 b,TOI-4791,1,12.44196858,0.56044903,-0.56044903,4.28088,2.2e-05,-2.3e-05,1472.0,26.0,-24.0,6058.0,99.0,-94.0,1.409,0.039,-0.038,1.242,0.072,-0.077,0.56044903,2.2499999999999998e-05,25.0,0.0385,0.0385,0.0745,0
TOI-4794 b,TOI-4794,1,14.35870428,0.49319515,-0.43715025,3.5658116,6.3e-06,-6.3e-06,1673.0,35.0,-33.0,6390.0,160.0,-150.0,1.451,0.036,-0.03,1.25,0.068,-0.075,0.4651727,6.3e-06,34.0,0.033,0.033,0.07150000000000001,0
TOI-480 b,TOI-480,1,2.85372018,0.13233983,-0.10240654,6.866196,1.4e-05,-1.4e-05,1198.94,25.36,-27.14,6174.0,90.0,-119.0,1.4877,0.0443,-0.0338,1.2793,0.0282,-0.0288,0.11737318499999999,1.4e-05,26.25,0.03905,0.03905,0.028499999999999998,0
TOI-481 b,TOI-481,1,11.09691,0.11209,-0.11209,10.33111,2e-05,-2e-05,1370.0,10.0,-10.0,5735.0,72.0,-72.0,1.66,0.02,-0.02,1.14,0.02,-0.01,0.11209,2e-05,10.0,0.02,0.02,0.015,0
TOI-4860 b,TOI-4860,1,8.7,0.4,-0.4,1.5227591,3e-07,-3e-07,694.0,15.0,-15.0,3260.0,50.0,-50.0,0.358,0.015,-0.015,0.34,0.009,-0.009,0.4,3e-07,15.0,0.015,0.015,0.009,0
TOI-4914 b,TOI-4914,1,12.87,0.36,-0.36,10.60057,1e-05,-1e-05,894.0,20.0,-20.0,5805.0,62.0,-62.0,1.0,0.023,-0.023,1.03,0.06,-0.06,0.36,1e-05,20.0,0.023,0.023,0.06,0
TOI-4940 b,TOI-4940,1,6.61,0.37,-0.37,25.867811,5.8e-05,-5.6e-05,643.0,21.0,-18.0,5504.0,43.0,-55.0,1.163,0.054,-0.053,1.012,0.04,-0.047,0.37,5.7e-05,19.5,0.0535,0.0535,0.0435,0
TOI-4961 b,TOI-4961,1,12.34108775,0.45956821,-0.43715025,7.479182,8.2e-06,-8.2e-06,919.0,30.0,-29.0,5380.0,180.0,-170.0,0.912,0.032,-0.03,0.912,0.051,-0.04,0.44835923,8.2e-06,29.5,0.031,0.031,0.0455,0
TOI-4994 b,TOI-4994,1,8.54124329,0.33626942,-0.30264248,21.491984,2.3e-05,-2.3e-05,717.6,9.7,-10.0,5640.0,110.0,-110.0,1.055,0.04,-0.037,1.005,0.064,-0.061,0.31945595,2.3e-05,9.85,0.0385,0.0385,0.0625,0
TOI-500 b,TOI-500,1,1.166,0.061,-0.058,0.548177,1.9e-05,-1.9e-05,1617.0,41.0,-41.0,4440.0,100.0,-100.0,0.678,0.016,-0.016,0.74,0.017,-0.017,0.0595,1.9e-05,41.0,0.016,0.016,0.017,0
TOI-5005 b,TOI-5005,1,6.25,0.24,-0.24,6.3085044,9.2e-06,-8.8e-06,1040.0,20.0,-20.0,5749.0,61.0,-61.0,0.93,0.03,-0.03,0.97,0.02,-0.02,0.24,9e-06,20.0,0.03,0.03,0.02,0
TOI-5007 b,TOI-5007,1,11.07447293,0.3474784,-0.3474784,2.543371,1e-06,-1e-06,774.0,19.0,-19.0,3793.0,80.0,-80.0,0.656,0.019,-0.019,0.632,0.013,-0.013,0.3474784,1e-06,19.0,0.019,0.019,0.013,0
TOI-5027 b,TOI-5027,1,10.76062147,0.56044903,-0.67253884,10.24368,1e-05,-1e-05,1056.0,23.0,-24.0,5909.0,145.0,-144.0,0.92,0.04,-0.04,1.02,0.05,-0.05,0.616493935,1e-05,23.5,0.04,0.04,0.05,0
TOI-5076 b,TOI-5076,1,3.48935569,0.09975993,-0.09415544,23.443162,6.2e-05,-6.3e-05,550.0,14.0,-14.0,4780.0,120.0,-120.0,0.844,0.02,-0.019,0.789,0.046,-0.047,0.096957685,6.25e-05,14.0,0.0195,0.0195,0.0465,0
TOI-5082.01,TOI-5082,1,2.54811,0.129562,-0.129562,4.240122,,,1164.91,,,5670.0,,,0.93,,,0.99665,,,0.129562,0.0,0.0,0.0,0.0,0.0,0
TOI-5108 b,TOI-5108,1,6.6,0.1,-0.1,6.753581,7e-06,-7e-06,1180.0,40.0,-40.0,5808.0,40.0,-40.0,1.29,0.04,-0.04,1.1,0.03,-0.03,0.1,7e-06,40.0,0.04,0.04,0.03,0
TOI-5110 b,TOI-5110,1,11.98240037,0.60528496,-0.582867,30.158577,9.2e-05,-9.5e-05,976.0,33.0,-32.0,6160.0,150.0,-150.0,2.333,0.097,-0.096,1.469,0.089,-0.088,0.59407598,9.35e-05,32.5,0.0965,0.0965,0.0885,0
TOI-512 b,TOI-512,1,1.54,0.1,-0.1,7.18886,6.9e-05,-7.7e-05,1009.0,29.0,-29.0,5277.0,67.0,-67.0,0.89,0.03,-0.03,0.74,0.03,-0.03,0.1,7.3e-05,29.0,0.03,0.03,0.03,0
TOI-5126 b,TOI-5126,1,4.74,0.16,-0.14,5.4588385,7e-06,-7.2e-06,1442.0,46.0,-40.0,6150.0,110.0,-130.0,1.241,0.032,-0.027,1.24,0.05,-0.046,0.15000000000000002,7.1e-06,43.0,0.0295,0.0295,0.048,0
TOI-5126 c,TOI-5126,1,3.86,0.17,-0.16,17.8999,0.0018,-0.0013,971.0,31.0,-27.0,6150.0,110.0,-130.0,1.241,0.032,-0.027,1.24,0.05,-0.046,0.165,0.00155,29.0,0.0295,0.0295,0.048,0
TOI-5153 b,TOI-5153,1,11.88151954,0.44835923,-0.44835923,20.33003,7e-05,-7e-05,906.0,13.0,-13.0,6300.0,80.0,-80.0,1.4,0.04,-0.04,1.24,0.07,-0.07,0.44835923,7e-05,13.0,0.04,0.04,0.07,0
TOI-5181 A b,TOI-5181 A,1,13.34989601,0.44835923,-0.42594127,3.8922295,2.3e-06,-2.3e-06,1585.0,25.0,-32.0,6060.0,120.0,-140.0,1.53,0.041,-0.041,1.25,0.06,-0.072,0.43715024999999996,2.3e-06,28.5,0.041,0.041,0.066,0
TOI-519 b,TOI-519,1,11.54525012,0.33626942,-0.33626942,1.2652328,5e-07,-5e-07,687.0,14.0,-14.0,3322.0,49.0,-49.0,0.35,0.01,-0.01,0.335,0.008,-0.008,0.33626942,5e-07,14.0,0.01,0.01,0.008,0
TOI-5205 b,TOI-5205,1,11.6,0.3,-0.3,1.630757,1e-06,-1e-06,737.0,15.0,-15.0,3430.0,54.0,-54.0,0.394,0.011,-0.011,0.392,0.015,-0.015,0.3,1e-06,15.0,0.011,0.011,0.015,0
TOI-521 b,TOI-521,1,1.98,0.14,-0.14,1.54285047,1e-06,-8e-07,794.0,35.0,-35.0,3544.0,100.0,-100.0,0.421,0.028,-0.028,0.42,0.03,-0.03,0.14,9e-07,35.0,0.028,0.028,0.03,0
TOI-5210 b,TOI-5210,1,10.72699453,0.35868738,-0.26901554,4.5661061,2.4e-06,-2.3e-06,1286.0,19.0,-21.0,5723.0,95.0,-120.0,1.209,0.032,-0.026,1.105,0.063,-0.068,0.31385145999999997,2.35e-06,20.0,0.028999999999999998,0.028999999999999998,0.0655,0
TOI-5218 b,TOI-5218,1,9.86,0.39,-0.39,4.291452,4e-06,-4e-06,783.0,21.0,-21.0,4230.0,88.0,-88.0,0.708,0.022,-0.022,0.739,0.03,-0.03,0.39,4e-06,21.0,0.022,0.022,0.03,0
TOI-5232 b,TOI-5232,1,12.778238,0.57165802,-0.50440413,4.0966692,6.7e-06,-6.7e-06,1772.0,40.0,-45.0,6500.0,180.0,-190.0,1.785,0.067,-0.057,1.389,0.068,-0.075,0.5380310749999999,6.7e-06,42.5,0.062,0.062,0.07150000000000001,0
TOI-5261 b,TOI-5261,1,11.60129502,0.47077719,-0.45956821,4.1509768,6.8e-06,-6.8e-06,1244.0,30.0,-25.0,5790.0,140.0,-120.0,1.021,0.033,-0.032,1.037,0.053,-0.057,0.4651727,6.8e-06,27.5,0.0325,0.0325,0.055,0
TOI-5292 A b,TOI-5292 A,1,12.64373023,0.43715025,-0.41473229,2.02191,3e-06,-3e-06,809.0,22.0,-21.0,3919.0,80.0,-80.0,0.611,0.019,-0.019,0.596,0.013,-0.013,0.42594127000000004,3e-06,21.5,0.019,0.019,0.013,0
TOI-5293 A b,TOI-5293 A,1,11.9,0.4,-0.4,2.930289,4e-06,-4e-06,675.0,42.0,-30.0,3586.0,88.0,-88.0,0.52,0.02,-0.01,0.54,0.02,-0.02,0.4,4e-06,36.0,0.015,0.015,0.02,0
TOI-530 b,TOI-530,1,9.30345398,0.67253884,-0.67253884,6.387597,1.9e-05,-1.8e-05,565.0,28.0,-31.0,3659.0,120.0,-120.0,0.54,0.03,-0.03,0.53,0.02,-0.02,0.67253884,1.8500000000000002e-05,29.5,0.03,0.03,0.02,0
TOI-5300 b,TOI-5300,1,9.86390302,0.89671846,-0.89671846,2.262196,3e-06,-3e-06,1043.0,67.0,-66.0,4610.0,207.0,-207.0,0.65,0.06,-0.06,0.67,0.02,-0.02,0.89671846,3e-06,66.5,0.06,0.06,0.02,0
TOI-5301 b,TOI-5301,1,13.09208946,0.85188253,-0.78462865,5.858858,1.6e-05,-1.6e-05,1648.0,34.0,-31.0,6240.0,160.0,-160.0,2.19,0.12,-0.11,1.483,0.081,-0.14,0.81825559,1.6e-05,32.5,0.11499999999999999,0.11499999999999999,0.11050000000000001,0
TOI-5319 b,TOI-5319,1,2.83,0.57,-0.59,4.07853,8e-06,-8e-06,695.0,,,3580.0,124.25,-124.25,0.485,0.067,-0.067,0.5,0.096,-0.096,0.58,8e-06,0.0,0.067,0.067,0.096,0
TOI-532 b,TOI-532,1,5.82,0.19,-0.19,2.3266508,3e-06,-3e-06,867.0,18.0,-18.0,3927.0,37.0,-37.0,0.612,0.013,-0.012,0.639,0.023,-0.023,0.19,3e-06,18.0,0.0125,0.0125,0.023,0
TOI-5322 b,TOI-5322,1,16.6117094,0.3474784,-0.30264248,5.4233207,3.9e-06,-3.8e-06,1350.0,21.0,-19.0,5692.0,87.0,-83.0,1.462,0.028,-0.025,0.998,0.051,-0.046,0.32506044,3.85e-06,20.0,0.026500000000000003,0.026500000000000003,0.0485,0
TOI-5340 b,TOI-5340,1,15.07607904,0.57165802,-0.54924005,4.9394392,7.1e-06,-7.2e-06,1566.0,26.0,-29.0,5990.0,130.0,-150.0,1.842,0.055,-0.054,1.35,0.07,-0.15,0.560449035,7.149999999999999e-06,27.5,0.0545,0.0545,0.11,0
TOI-5344 b,TOI-5344,1,10.60369574,0.23538859,-0.23538859,3.792622,6.2e-06,-6.2e-06,689.0,12.0,-12.0,3747.0,64.0,-64.0,0.588,0.011,-0.011,0.612,0.034,-0.034,0.23538859,6.2e-06,12.0,0.011,0.011,0.034,0
TOI-5349 b,TOI-5349,1,10.2,0.3,-0.3,3.317921,2e-06,-2e-06,719.0,15.0,-15.0,3751.0,59.0,-59.0,0.58,0.01,-0.01,0.61,0.02,-0.02,0.3,2e-06,15.0,0.01,0.01,0.02,0
TOI-5350 b,TOI-5350,1,12.41955062,0.42594127,-0.32506044,7.581367,1.2e-05,-1.1e-05,1195.0,21.0,-19.0,6220.0,130.0,-120.0,1.263,0.037,-0.03,1.167,0.063,-0.066,0.37550085499999997,1.15e-05,20.0,0.0335,0.0335,0.0645,0
TOI-5386 A b,TOI-5386 A,1,14.70618268,0.32506044,-0.31385146,3.62156552,8.3e-07,-8.3e-07,1488.0,16.0,-16.0,6094.0,67.0,-65.0,1.245,0.022,-0.022,1.165,0.055,-0.055,0.31945595000000004,8.3e-07,16.0,0.022,0.022,0.055,0
TOI-5388.01,TOI-5388,1,0.99,0.07,-0.06,2.5946748,4.2e-06,-3e-06,488.0,54.0,-25.0,3440.0,85.0,-85.0,0.3,0.015,-0.015,0.292,0.018,-0.018,0.065,3.6e-06,39.5,0.015,0.015,0.018,0
TOI-5398 b,TOI-5398,1,10.3,0.4,-0.4,10.590547,1.2e-05,-1.1e-05,947.0,28.0,-28.0,6000.0,75.0,-75.0,1.051,0.013,-0.013,1.146,0.013,-0.013,0.4,1.15e-05,28.0,0.013,0.013,0.013,0
TOI-5398 c,TOI-5398,1,3.52,0.19,-0.19,4.77271,0.00016,-0.00014,1242.0,37.0,-37.0,6000.0,75.0,-75.0,1.051,0.013,-0.013,1.146,0.013,-0.013,0.19,0.00015000000000000001,37.0,0.013,0.013,0.013,0
TOI-540 b,TOI-540,1,0.903,0.052,-0.052,1.2391491,1.7e-06,-1.7e-06,611.0,23.0,-23.0,3216.0,83.0,-83.0,0.1895,0.0079,-0.0079,0.159,0.014,-0.014,0.052,1.7e-06,23.0,0.0079,0.0079,0.014,0
TOI-5422 b,TOI-5422,1,9.10169233,0.3474784,-0.28022452,5.377219,1e-05,-1e-05,1369.0,27.0,-25.0,5820.0,120.0,-120.0,1.474,0.048,-0.04,1.066,0.094,-0.069,0.31385145999999997,1e-05,26.0,0.044,0.044,0.0815,0
TOI-544 b,TOI-544,1,2.018,0.076,-0.076,1.548352,2e-06,-2e-06,999.0,14.0,-14.0,4169.0,70.0,-70.0,0.623,0.012,-0.012,0.631,0.018,-0.018,0.076,2e-06,14.0,0.012,0.012,0.018,0
TOI-5489 b,TOI-5489,1,1.4,0.05,-0.05,3.15222,1e-05,-1e-05,624.0,,,3547.0,157.0,-157.0,0.42,0.01,-0.01,0.41,0.02,-0.02,0.05,1e-05,0.0,0.01,0.01,0.02,0
TOI-5489 c,TOI-5489,1,1.28,0.07,-0.07,4.92126,1e-05,-1e-05,536.0,,,3547.0,157.0,-157.0,0.42,0.01,-0.01,0.41,0.02,-0.02,0.07,1e-05,0.0,0.01,0.01,0.02,0
TOI-5542 b,TOI-5542,1,11.30986153,0.40352331,-0.39231432,75.12375,0.00019,-0.00018,441.0,48.0,-74.0,5700.0,80.0,-80.0,1.058,0.036,-0.036,0.89,0.056,-0.031,0.39791881500000004,0.000185,61.0,0.036,0.036,0.0435,0
TOI-5573 b,TOI-5573,1,9.75,0.47,-0.47,8.79758977,9.86e-06,-1.001e-05,528.0,10.0,-10.0,3790.0,59.0,-59.0,0.594,0.011,-0.011,0.619,0.023,-0.023,0.47,9.935e-06,10.0,0.011,0.011,0.023,0
TOI-558 b,TOI-558,1,12.17295304,0.45956821,-0.42594127,14.574071,2.6e-05,-2.6e-05,1061.0,13.0,-12.0,6466.0,95.0,-93.0,1.496,0.042,-0.04,1.349,0.064,-0.065,0.44275474,2.6e-05,12.5,0.041,0.041,0.0645,0
TOI-559 b,TOI-559,1,12.22899794,0.31385146,-0.28022452,6.9839095,5.1e-06,-5.1e-06,1180.0,18.0,-16.0,5925.0,85.0,-76.0,1.233,0.028,-0.026,1.026,0.057,-0.057,0.29703799,5.1e-06,17.0,0.027,0.027,0.057,0
TOI-5592 b,TOI-5592,1,17.14974047,3.58687382,-1.79343691,2.6085846,1.8e-06,-1.8e-06,1789.0,25.0,-23.0,6237.0,100.0,-96.0,1.393,0.038,-0.038,1.194,0.069,-0.073,2.690155365,1.8e-06,24.0,0.038,0.038,0.07100000000000001,0
TOI-5616 b,TOI-5616,1,10.78,0.54,-0.47,2.002849,4e-06,-4e-06,939.0,27.0,-27.0,3996.0,88.0,-88.0,0.646,0.017,-0.017,0.666,0.025,-0.025,0.505,4e-06,27.0,0.017,0.017,0.025,0
TOI-5634 A b,TOI-5634 A,1,10.42,0.62,-0.55,2.2035373,8.4e-06,-8.4e-06,837.0,34.0,-34.0,3896.0,88.0,-88.0,0.54,0.017,-0.016,0.556,0.022,-0.022,0.585,8.4e-06,34.0,0.0165,0.0165,0.022,0
TOI-564 b,TOI-564,1,11.43318,7.95839,-3.25061,1.651144,1.8e-05,-1.8e-05,1714.0,20.0,-21.0,5640.0,34.0,-37.0,1.088,0.014,-0.014,0.998,0.068,-0.057,5.6045,1.8e-05,20.5,0.014,0.014,0.0625,0
TOI-5678 b,TOI-5678,1,4.91,0.08,-0.08,47.73022,0.00014,-0.00013,513.0,8.0,-7.0,5485.0,63.0,-63.0,0.938,0.007,-0.007,0.905,0.039,-0.041,0.08,0.00013499999999999997,7.5,0.007,0.007,0.04,0
TOI-5688 A b,TOI-5688 A,1,10.3,0.6,-0.7,2.94815527,4.52e-06,-4.48e-06,742.0,18.0,-18.0,3713.0,59.0,-59.0,0.57,0.02,-0.02,0.6,0.02,-0.02,0.6499999999999999,4.5e-06,18.0,0.02,0.02,0.02,0
TOI-5704 b,TOI-5704,1,3.2274,0.1873,-0.1398,3.771116,1.15e-05,-1.07e-05,949.07,,,4590.0,126.0,-126.0,0.7575,0.0593,-0.0593,0.73,0.0846,-0.0846,0.16355,1.1099999999999999e-05,0.0,0.0593,0.0593,0.0846,0
TOI-5713 b,TOI-5713,1,1.77,0.17,-0.14,10.441989,1.5e-05,-1.4e-05,347.2,3.0,-3.2,3225.0,41.0,-40.0,0.2992,0.0073,-0.0072,0.2653,0.0061,-0.0061,0.15500000000000003,1.45e-05,3.1,0.0072499999999999995,0.0072499999999999995,0.0061,0
TOI-5716 b,TOI-5716,1,0.96,0.05,-0.05,6.7663,1e-05,-1e-05,400.0,,,3436.0,79.0,-79.0,0.22,0.01,-0.01,0.19,0.01,-0.01,0.05,1e-05,0.0,0.01,0.01,0.01,0
TOI-5720 b,TOI-5720,1,1.09,0.07,-0.07,1.4344555,3.6e-06,-3.6e-06,708.0,19.0,-19.0,3325.0,75.0,-75.0,0.383,0.018,-0.018,0.383,0.019,-0.019,0.07,3.6e-06,19.0,0.018,0.018,0.019,0
TOI-5728 b,TOI-5728,1,1.31,0.05,-0.05,11.49761,3e-05,-3e-05,382.0,,,3419.0,70.0,-70.0,0.37,0.01,-0.01,0.36,0.02,-0.02,0.05,3e-05,0.0,0.01,0.01,0.02,0
TOI-5734 b,TOI-5734,1,2.1,0.12,-0.12,6.1841876,8e-06,-9.4e-06,688.0,23.0,-23.0,4750.0,100.0,-100.0,0.639,0.034,-0.034,0.724,0.009,-0.009,0.12,8.7e-06,23.0,0.034,0.034,0.009,0
TOI-5736 b,TOI-5736,1,1.56,0.07,-0.07,0.64899,1e-05,-1e-05,1311.0,,,3949.0,157.0,-157.0,0.58,0.02,-0.02,0.57,0.02,-0.02,0.07,1e-05,0.0,0.02,0.02,0.02,0
TOI-5786 b,TOI-5786,1,8.54,0.13,-0.13,12.779107,1.5e-05,-1.5e-05,1040.0,40.0,-40.0,6235.0,50.0,-50.0,1.36,0.03,-0.05,1.23,0.04,-0.03,0.13,1.5e-05,40.0,0.04,0.04,0.035,0
TOI-5788 b,TOI-5788,1,1.528,0.075,-0.075,6.340758,3e-05,-3e-05,910.0,,,5615.0,25.0,-25.0,0.87,0.006,-0.006,0.87,0.04,-0.04,0.075,3e-05,0.0,0.006,0.006,0.04,0
TOI-5788 c,TOI-5788,1,2.272,0.039,-0.039,16.213362,2.6e-05,-2.6e-05,667.0,,,5615.0,25.0,-25.0,0.87,0.006,-0.006,0.87,0.04,-0.04,0.039,2.6e-05,0.0,0.006,0.006,0.04,0
